country,year,value_cre_pob,value_pib_per,esp_vida,rgdpe,rgdpo,pop,emp,avh,hc,ccon,cda,cgdpe,cgdpo,cn,ck,ctfp,cwtfp,rgdpna,rconna,rdana,rnna,rkna,rtfpna,rwtfpna,labsh,irr,delta,xr,pl_con,pl_da,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,i_irr,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_n,pl_k,HDI_Value
Argentina,2000,1.133277022,-1.906987498,73.926,528719.3125,528448.75,36.870787,13.5983591079712,1862.13626747802,2.65719604492187,419041.875,509743.21875,511804.03125,514538.96875,1856011.625,0.026973269879818,0.720360457897186,0.686477839946747,676603.6875,531979.8125,601688.5,2069936.75,0.620284676551819,1.00821614265442,0.891633689403534,0.391106188297272,0.195659339427948,0.0311833899468184,0.9995,0.623366355895996,0.602082490921021,0.598882138729095,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.672871172428131,0.17627689242363,0.141531437635422,0.112226538360119,-0.103490829467773,0.0005848233704455,0.631976425647736,0.503750562667847,0.582432091236115,0.456161797046661,0.474749892950058,0.418237119913101,1.8694988489151,0.78
Argentina,2001,1.09917146,-5.453796978,74.186,493202.1875,496567.28125,37.275652,13.5054817199707,1811.15256973465,2.68300294876099,392273.65625,467988.46875,479030.34375,484168.34375,1797162.75,0.0251759681850672,0.698161244392395,0.647561490535736,646773.3125,504601.46875,561362.375,2088912.25,0.62535548210144,0.968542039394379,0.835997879505157,0.399784564971924,0.181482210755348,0.0309180524200201,0.9995,0.629134953022003,0.608175933361053,0.601721942424774,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.675272405147552,0.156381145119667,0.134928524494171,0.123290956020355,-0.0913369506597519,0.0014638841385021,0.628882110118866,0.499588370323181,0.630400598049164,0.445777505636215,0.459520488977432,0.426290601491928,1.82497310638428,0.785
Argentina,2002,1.07353835,-11.84595039,74.408,457226.21875,425342.15625,37.681749,13.4126644134521,1710.03655967315,2.70905995368958,337333.125,385269.75,445077.75,416045.65625,1693605.25,0.0232329796999693,0.626223504543304,0.552119314670563,576310.625,439542.09375,469256.78125,2073447.125,0.619123041629791,0.885788857936859,0.717264890670776,0.317552953958511,0.167097389698029,0.0303290486335754,3.06325666666667,0.24786265194416,0.248459026217461,0.265796780586243,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.673944175243378,0.11521964520216,0.136863753199577,0.139386177062988,-0.0485940612852573,-0.0168197304010391,0.250013083219528,0.252655744552612,0.237273573875427,0.443333715200424,0.444645166397095,0.205514326691628,0.801914811134338,0.785
Argentina,2003,1.032360859,7.719229637,74.08,481738.78125,461437.0625,38.087868,14.0691032409668,1713.57461407056,2.73537039756775,358439.9375,422622.65625,469548.59375,448489.09375,1668607.125,0.0221595615148544,0.664453506469727,0.594383239746094,627239.5,470731.5,520793.75,2082845.75,0.621468842029572,0.943774461746216,0.779284596443176,0.310135722160339,0.183731257915497,0.0297591667622328,2.90062916666667,0.298350960016251,0.299104601144791,0.31314954161644,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.676666438579559,0.143108755350113,0.122550174593925,0.138323456048965,-0.0660365223884583,-0.0146123049780726,0.299527615308762,0.303313434123993,0.291854023933411,0.482598483562469,0.467668324708939,0.248531773686409,1.00799834728241,0.793
Argentina,2004,1.015336684,7.928157051,74.855,518568.3125,504759.0,38.491972,14.9968566894531,1743.39987555159,2.76193618774414,386235.65625,470011.09375,505402.34375,489746.25,1680967.125,0.0218680407851934,0.688669502735138,0.623829364776611,683876.5,510572.40625,585965.5,2123082.75,0.635415971279144,0.984730899333954,0.839087784290314,0.324794858694077,0.184195622801781,0.0296110156923532,2.92330081890332,0.324157476425171,0.32834780216217,0.338844358921051,Interpolated,Benchmark,Market-based,Regular,Regular,,92.2222222222222,0.679377317428589,0.171058848500252,0.109267100691795,0.13570100069046,-0.0923321172595024,-0.0030721582006663,0.320858001708984,0.347666829824448,0.344672054052353,0.52025580406189,0.496364176273346,0.283774822950363,1.0956723690033,0.798
Argentina,2005,1.033476224,7.732496999,75.139,554101.125,548929.1875,38.892931,15.7495889663696,1771.67852511621,2.7887601852417,421394.4375,515729.8125,548210.5625,536323.5,1729449.0,0.0221315082162619,0.716664135456085,0.639266788959503,744411.0,550239.25,639305.0,2178518.0,0.654978573322296,1.0246684551239,0.875133216381073,0.338950276374817,0.18067355453968,0.02990079857409,2.9036575,0.357951253652573,0.365958333015442,0.374069392681122,Benchmark,Benchmark,Market-based,Regular,Regular,0.827094864628918,88.8888888888889,0.679589331150055,0.175892680883408,0.106120109558105,0.139913126826286,-0.103852212429047,0.0023369216360151,0.347013533115387,0.401725739240646,0.427996039390564,0.534476041793823,0.515071272850037,0.330981492996216,1.16557061672211,0.802
Argentina,2006,1.034671736,6.934981738,75.433,607265.25,599530.125,39.289878,16.2981224060059,1775.92032568302,2.7969753742218,463847.46875,563835.4375,597409.3125,585043.125,1822624.75,0.0224403403699398,0.755856215953827,0.680699944496155,804314.8125,603854.8125,697893.375,2248314.25,0.68049681186676,1.06510984897614,0.919079065322876,0.355539232492447,0.181807145476341,0.0304524749517441,3.05431333333333,0.382524967193604,0.392346143722534,0.400639265775681,Interpolated,Benchmark,Market-based,Regular,Regular,,88.8888888888889,0.680257678031921,0.170907005667686,0.112585544586182,0.142713010311127,-0.109790571033955,0.0033273245207965,0.372631162405014,0.437906950712204,0.442304700613022,0.557484745979309,0.53171980381012,0.354337573051453,1.2351930141449,0.814
Argentina,2007,1.006297331,7.916210572,75.006,671212.625,665477.25,39.684295,16.9614124298096,1787.54472393139,2.80521464347839,511617.65625,630404.3125,659283.0625,647639.875,1994160.0,0.0236463323235512,0.792479932308197,0.728372693061829,876764.6875,658707.0625,776682.5625,2341533.5,0.716623187065125,1.10346210002899,0.972105443477631,0.364846795797348,0.191161140799522,0.0312551856040955,3.09564884920635,0.427711397409439,0.439500331878662,0.4474016726017,Interpolated,Benchmark,Market-based,Regular,Regular,,85.5555555555555,0.665430963039398,0.183414667844772,0.124541506171227,0.140159338712692,-0.119136363267899,0.0055898888967931,0.420427948236465,0.490275770425797,0.466627150774002,0.614496767520905,0.579426109790802,0.377302169799805,1.35997533798218,0.817
Argentina,2008,0.992294094,3.029785407,75.641,720762.6875,718254.625,40.08016,17.3702507019043,1789.76497262401,2.81347823143005,557589.4375,685753.125,712242.3125,700603.9375,2233858.25,0.0257799290120602,0.808436989784241,0.752350568771362,912337.0625,703837.3125,829625.6875,2440415.0,0.754824101924896,1.10019302368164,0.994927108287811,0.403679102659225,0.184008434414864,0.0322334319353104,3.14416455988456,0.503020405769348,0.513370752334595,0.521898806095123,Interpolated,Benchmark,Market-based,Regular,Regular,,86.6666666666667,0.657016277313232,0.182933166623116,0.138853400945663,0.147843763232231,-0.129495531320572,0.0028489390388131,0.50103098154068,0.558401107788086,0.512433588504791,0.675988614559174,0.633361458778381,0.410868018865585,1.45198655128479,0.825
Argentina,2009,1.014283893,-6.867955225,75.936,692100.375,684293.3125,40.482788,17.5620555877686,1751.62284425664,2.82176613807678,548701.4375,646751.125,681255.6875,669053.1875,2457675.5,0.0278173796832561,0.747779428958893,0.702478468418121,858340.1875,679907.375,768217.0625,2491847.75,0.772548735141754,1.02462899684906,0.911982715129852,0.443854510784149,0.152800068259239,0.0327707678079605,3.71010683052328,0.483554691076279,0.493734419345856,0.502739369869232,Interpolated,Benchmark,Market-based,Regular,Regular,,87.7777777777778,0.640940606594086,0.146549955010414,0.179175734519958,0.131384804844856,-0.0984973758459091,0.000446305522928,0.493986427783966,0.55070173740387,0.44623875617981,0.633332788944244,0.588560998439789,0.372766494750977,1.13831174373627,0.827
Argentina,2010,0.255582398,9.844296398,75.721,787148.625,784810.125,40.895752,18.0767459869385,1760.22478243752,2.83007836341858,625851.6875,754986.0,777507.5625,768478.25,2702753.0,0.0306881405413151,0.792553424835205,0.750900626182556,945250.5625,748158.9375,873453.3125,2575677.0,0.804813027381897,1.08514964580536,0.997189819812775,0.44069242477417,0.177369222044945,0.0332202836871147,3.8962951544705,0.541057527065277,0.548531532287598,0.554976582527161,Interpolated,Benchmark,Market-based,Regular,Regular,,86.6666666666667,0.616355538368225,0.16803902387619,0.198048397898674,0.136939495801926,-0.121630787849426,0.0022483919747173,0.57837450504303,0.584754467010498,0.424921810626984,0.64795184135437,0.607595860958099,0.384325325489044,1.25842583179474,0.834
Argentina,2011,1.15305928,4.788683139,76.124,884236.0625,882632.375,41.3205,18.4880294799805,1760.23036886917,2.8585422039032,714266.1875,864195.5625,879071.8125,868765.0625,2913429.75,0.0328199006617069,0.845202922821045,0.806758284568787,1002002.9375,811162.5625,959044.375,2680221.75,0.846585333347321,1.10262095928192,1.04952168464661,0.473123997449875,0.173821553587914,0.0342038460075855,4.11013957621326,0.593119978904724,0.603088617324829,0.610243499279022,ICP PPP timeseries: extrapolated,Benchmark,Market-based,Regular,Regular,,85.5555555555555,0.591444075107574,0.172577604651451,0.230718582868576,0.14157235622406,-0.13487882912159,-0.0014338069595396,0.662615954875946,0.650579154491425,0.414968013763428,0.683380842208862,0.63424289226532,0.425765872001648,1.34428822994232,0.842
Argentina,2012,1.136905694,-2.14528445,76.467,895048.8125,902396.0,41.755196,18.7912921905518,1736.1033601168,2.88729238510132,730789.375,867841.0,885093.0625,882438.8125,2972708.75,0.0329637564718723,0.836381852626801,0.790330588817596,991718.125,823229.9375,950525.6875,2762770.5,0.877073049545288,1.06541931629181,1.01552736759186,0.520179331302643,0.149462684988976,0.0350688099861145,4.53693436018746,0.648819148540497,0.656915068626404,0.658890902996063,ICP PPP timeseries: extrapolated,Benchmark,Market-based,Regular,Regular,,85.5555555555555,0.587186634540558,0.155310094356537,0.240960702300072,0.136124834418297,-0.117713622748852,-0.0018686624243855,0.728290736675262,0.70008385181427,0.455158323049545,0.673708498477936,0.659518122673035,0.471146941184998,1.29047465324402,0.844
Argentina,2013,1.1191092,1.265685175,76.491,903833.0,904232.0,42.19603,19.124418258667,1725.87355290948,2.91633176803589,756548.625,893998.6875,893109.3125,885112.9375,2982373.0,0.0320994965732098,0.830026626586914,0.811243772506714,1015572.1875,855990.5625,989467.0,2845065.75,0.907539665699005,1.06144201755524,1.02844786643982,0.543917655944824,0.134182885289192,0.035643395036459,5.45935266465704,0.671189725399017,0.686719954013824,0.692923963069916,ICP PPP timeseries: extrapolated,Benchmark,Market-based,Regular,Regular,,76.6666666666667,0.59708970785141,0.155291005969048,0.257658451795578,0.123828537762165,-0.128015503287315,-0.0058521460741758,0.765787303447723,0.772201180458069,0.451972186565399,0.699200212955475,0.650045275688171,0.514959812164307,1.27578723430634,0.846
Argentina,2014,1.099461091,-3.57858051,76.755,878697.25,879837.75,42.637511,19.3830509185791,1705.42836841011,2.9456627368927,736272.8125,867122.25,870641.0625,864304.0,3010442.25,0.031559593975544,0.799316465854645,0.774367451667786,990054.75,831096.4375,954931.6875,2911932.75,0.930118441581726,1.016845703125,0.975356996059418,0.543917655944824,0.12507089972496,0.035970751196146,8.07527599281334,0.634098052978516,0.651301860809326,0.656077265739441,ICP PPP timeseries: extrapolated,Benchmark,Market-based,Regular,Regular,,83.3333333333333,0.582194924354553,0.151392817497253,0.269672989845276,0.111748591065407,-0.113739751279354,-0.0012695632176473,0.736803889274597,0.748105645179749,0.412367135286331,0.707514345645905,0.664492130279541,0.501074850559235,1.15234589576721,0.847
